"household_key","zip5","length_of_residence","income","children","mosaic_household","mosaic_global_household","kcl_b_ind_mosaicsgrouping","new_mover_flag","motorcycle_indicator","sc_vehicle_manufacturer_name","sc_vehicle_model_name","target"
4426222,2904,0,"0",No,Unknown,Unknown,Unknown,N,Y,FORD,FLEX,1
12272243,2865,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
9004359,2908,15,"30-39,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,VOLVO,S80,0
4197024,2886,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,Y,N,Unknown,Unknown,0
16241136,2852,12,"60-69,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
9199469,2882,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,VOLKSWAGEN,JETTA,0
779344,2919,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
15480650,2825,15,"100-149,999",No,Rural Escape,Post Industrial Survivors,Autumn Years,N,N,TOYOTA,X3,0
17720339,2813,0,"0",No,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
4176706,2911,0,"0",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
9260198,2920,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
40490561,2864,15,"10-19,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
11111708,2881,15,"100-149,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,ODYSSEY,0
15661227,2861,13,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
3237833,2835,11,"70-79,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,1
14620091,2889,0,"0",No,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,0
5605960,2806,0,"0",No,Babies and Bliss,Career and Family,Flourishing Families,N,N,MERCURY,GRAND MARQUIS,0
643441,2816,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
9613125,2808,0,"0",No,Unknown,Unknown,Unknown,N,N,CHEVROLET,EQUINOX,0
4303698,2859,0,"90-99,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,Y,N,Unknown,Unknown,0
13410576,2809,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,CIVIC,1
12270932,2865,15,"10-19,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,HONDA,ACCORD,0
3975336,2857,13,"90-99,999",No,Stockcars and State Parks,Routine Service Workers,Family Union,N,N,DODGE,AVENGER,0
17691301,2910,13,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
6522694,2879,26,"90-99,999",No,Unknown,Unknown,Unknown,N,Y,FORD,E-350 SUPER DUTY,1
11222932,2909,15,"10-19,999",No,Steadfast Conventionalists,Hard Working Blue Collar,Family Union,N,N,OLDSMOBILE,"88",0
8962085,2842,0,"40-49,999",No,Unknown,Unknown,Unknown,N,N,BMW,"760LI",0
13438178,2882,5,"150 - 174,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,DODGE,MAGNUM,0
15948955,2906,15,"250K+",Yes,Unknown,Unknown,Unknown,N,N,SUBARU,LEGACY,0
40468372,2886,6,"100-149,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
5980245,2908,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,TOYOTA,SABLE,0
10968466,2905,15,"10-19,999",No,Steadfast Conventionalists,Hard Working Blue Collar,Family Union,N,Y,HONDA,CIVIC,0
62306179,2831,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,Y,N,CADILLAC,BROUGHAM,0
2128311,2864,15,"100-149,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,CHEVROLET,MALIBU,1
6116672,2888,13,"90-99,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
12305302,2905,15,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
11948756,2889,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,Y,NISSAN,XTERRA,0
37770557,2904,8,"70-79,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,TOYOTA,COROLLA,1
20497226,2852,15,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,AVALON,0
15799849,2916,10,"100-149,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,ACURA,TL,0
15489469,2861,15,"20-29,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,FORD,E-150 ECONOLINE,0
14813282,2916,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
13779233,2906,15,"40-49,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
2244946,2857,15,"150 - 174,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,Y,MAZDA,MX-5 MIATA,0
13583915,2822,7,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,FORD,RANGER,0
564069,2893,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
6613493,2879,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,VOLVO,WRANGLER,0
1638850,2816,15,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,COROLLA,1
4881331,2920,8,"60-69,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HYUNDAI,ELANTRA,0
8548363,2840,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
20543655,2910,0,"0",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,0
7420848,2888,9,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
12951806,2889,15,"90-99,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,VOLKSWAGEN,JETTA,0
14275860,2906,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
14838855,2842,0,"0",No,Unknown,Unknown,Unknown,N,N,JEEP,GRAND CHEROKEE,1
4348539,2904,15,"70-79,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,1
8482997,2879,12,"50-59,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
10440045,2809,15,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,CHEVROLET,MALIBU,0
6513298,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,FORD,E-350 SUPER DUTY,1
14585129,2865,14,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
7000211,2817,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
9647282,2889,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,FORD,ESCAPE,0
5716831,2882,15,"175 - 199,999",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,LEXUS,GS300,0
7275977,2842,15,"90-99,999",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,CAMRY,0
12143794,2893,15,"100-149,999",Yes,Fast Track Couples,Career and Family,Promising Families,N,N,FORD,F-250 SUPER DUTY,0
37653118,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
9485266,2889,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
12289487,2889,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,CAMRY,0
1204531,2911,0,"0",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
695315,2919,0,"70-79,999",No,Unknown,Unknown,Unknown,Y,Y,MERCURY,SIERRA 2500 HD,0
116806,2919,0,"0",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,PONTIAC,TRAILBLAZER EXT,0
2885204,2879,3,"175 - 199,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
10116544,2818,15,"175 - 199,999",Yes,American Royalty,Bourgeois Prosperity,Power Elite,N,Y,VOLKSWAGEN,JETTA,0
85087591,2816,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
8845063,2920,15,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,LEXUS,RX350,0
17644951,2828,0,"0",No,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,0
3202564,2919,7,"150 - 174,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,NISSAN,ROGUE,0
6040507,2888,2,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
63133142,2865,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,NISSAN,MAXIMA,0
12479183,2915,7,"50-59,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,BMW,"328I",0
3165231,2878,10,"70-79,999",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,Y,CHEVROLET,UPLANDER,1
8520569,2914,12,"30-39,999",Yes,Suburban Attainment,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,1
37560379,2881,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,CHEVROLET,RENDEZVOUS,1
7607853,2908,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,HONDA,ACCORD,0
72101540,2920,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
14373768,2915,10,"50-59,999",No,Settled and Sensible,Hard Working Blue Collar,Autumn Years,N,N,TOYOTA,PRIUS,0
11257994,2818,15,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
19082767,2886,3,"90-99,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,VOLKSWAGEN,MX05,1
14490788,2874,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
12159610,2809,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,Y,TOYOTA,HIGHLANDER,0
5083198,2871,10,"20-29,999",No,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,0
11144014,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
99817387,2906,2,"40-49,999",Yes,Unknown,Unknown,Unknown,Y,N,TOYOTA,RAV4,0
4270996,2911,0,"30-39,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
17528024,2910,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
13552428,2909,14,"40-49,999",Yes,Dare to Dream,Metropolitan Strugglers,Aspirational Fusion,N,Y,TOYOTA,COROLLA,1
20423524,2886,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
6559147,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
10365834,2840,15,"100-149,999",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,0
6617165,2879,12,"90-99,999",Yes,Unknown,Unknown,Unknown,Y,N,DODGE,DAKOTA,0
6387028,2920,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,1
11974061,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5565272,2816,0,"0",No,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,0
2078178,2832,0,"0",No,Birkenstocks and Beemers,Routine Service Workers,Middle Class Melting Pot,N,N,DODGE,INTREPID,0
75840362,2919,10,"70-79,999",No,Fast Track Couples,Career and Family,Promising Families,N,Y,HYUNDAI,ACCENT,0
4021239,2911,15,"50-59,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,TOYOTA,SILVERADO 1500,0
804890,2860,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,GMC,TERRAIN,0
572511,2852,8,"200 - 249,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,ISO,RIVOLTA,0
12640766,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
507621,2904,0,"0",No,Unknown,Unknown,Unknown,N,N,INFINITI,M45,0
18777913,2910,15,"20-29,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,BUICK,LACROSSE,0
13674700,2865,8,"200 - 249,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
3111486,2919,15,"40-49,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
326010,2908,2,"100-149,999",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,Y,PORSCHE,"914",0
2015637,2886,9,"40-49,999",No,Unknown,Unknown,Unknown,N,Y,BUICK,REGAL,0
18350440,2896,13,"175 - 199,999",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,FORD,TAURUS,0
99705339,2892,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
3652065,2835,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
116806,2919,0,"0",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,CHRYSLER,"300",0
12230820,2915,0,"0",No,Unknown,Unknown,Unknown,N,N,NISSAN,ALTIMA,0
8313629,2864,11,"175 - 199,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,TOYOTA,PRIUS,0
2375015,2911,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
14422276,2882,15,"200 - 249,999",Yes,Colleges and Cafes,Metropolitan Strugglers,Singles and Starters,N,N,Unknown,Unknown,0
17080430,2871,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,CHRYSLER,CROSSFIRE,1
9999165,2889,15,"10-19,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
9774513,2818,15,"175 - 199,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
5408371,2910,15,"30-39,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,JEEP,WRANGLER,1
18754672,2886,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
15603764,2906,5,"250K+",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
778867,2919,14,"250K+",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,FORD,F-150,0
12924204,2842,15,"150 - 174,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,CHEVROLET,C1500,0
18147079,2828,0,"0",No,Kids and Cabernet,Career and Family,Power Elite,N,N,Unknown,Unknown,0
14310825,2809,13,"100-149,999",No,Unknown,Unknown,Unknown,N,Y,PONTIAC,SOLSTICE,0
1592894,2893,0,"0",No,Unknown,Unknown,Unknown,N,N,VOLVO,S80,0
7757793,2888,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,NISSAN,XTERRA,1
5462507,2879,15,"100-149,999",Yes,Birkenstocks and Beemers,Routine Service Workers,Middle Class Melting Pot,N,N,Unknown,Unknown,1
8813854,2879,1,"10-19,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,FORD,FOCUS,1
72253831,2814,0,"0",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,0
13329491,2842,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
2693911,2911,15,"40-49,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,CENTURY,0
14963227,2886,15,"70-79,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
14291876,2920,15,"175 - 199,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,Y,JEEP,LIBERTY,0
3422280,2878,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,BUICK,REGAL,0
17212927,2917,10,"90-99,999",No,Unknown,Unknown,Unknown,N,N,DODGE,DAKOTA,0
16442793,2906,15,"100-149,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5399990,2904,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,CAMRY,1
2014623,2886,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
3600667,2816,15,"40-49,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
19568361,2816,0,"0",No,Unknown,Unknown,Unknown,N,N,DODGE,RAM 2500,0
5356221,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,CAMRY,1
12127477,2889,0,"30-39,999",No,Aging in Place,Comfortable Retirement,Autumn Years,Y,N,Unknown,Unknown,0
4142067,2878,15,"10-19,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
13297568,2920,9,"30-39,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,CAMRY,0
13779154,2906,14,"20-29,999",No,Unknown,Unknown,Unknown,N,Y,HONDA,ACCORD,0
8373054,2915,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,FORD,FUSION,0
3155857,2857,15,"100-149,999",Yes,Birkenstocks and Beemers,Routine Service Workers,Middle Class Melting Pot,N,N,LEXUS,TL,0
2419007,2871,13,"70-79,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,Y,Y,HONDA,GRAND CARAVAN,1
9851362,2818,9,"70-79,999",No,Unknown,Unknown,Unknown,N,N,JEEP,CHEROKEE,0
5240747,2911,15,"90-99,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,Y,NISSAN,MAXIMA,0
15963476,2921,15,"250K+",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,NISSAN,MAXIMA,0
6962987,2904,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,LINCOLN,TOWN CAR,1
2278273,2904,15,"100-149,999",No,Unknown,Unknown,Unknown,N,Y,HONDA,ACCORD,0
643687,2816,0,"0",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
19313942,2814,15,"60-69,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,N,CHEVROLET,TRAILBLAZER,0
16863798,2910,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
14804673,2921,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,HYUNDAI,TUCSON,0
37558679,2895,15,"70-79,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,1
25074026,2914,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,MERCEDES-BENZ,C220,1
912015,2863,15,"10-19,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,VOLVO,S60,0
10057377,2889,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
2824622,2835,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
11964060,2905,13,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
4178814,2911,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,VOLVO,"850",0
20465033,2919,13,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
13525751,2882,14,"175 - 199,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
41110190,2891,15,"200 - 249,999",Yes,Unknown,Unknown,Unknown,N,N,TOYOTA,RAV4,0
80473577,2905,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,VOLKSWAGEN,JETTA,0
24907537,2879,14,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
5576431,2908,11,"70-79,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HONDA,CR-V,0
1867928,2919,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,1
5382119,2893,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,JEEP,LIBERTY,0
11927141,2840,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,PRIUS,0
7518955,2816,13,"90-99,999",Yes,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,SATURN,SC1,0
6610242,2864,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,OLDSMOBILE,FORTE,0
735924,2893,15,"90-99,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
644147,2816,15,"100-149,999",Yes,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,N,DODGE,RAM 1500,0
8582219,2920,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,FORD,FOCUS,0
6115986,2888,3,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,TOYOTA,SILVERADO 2500,0
699007,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HONDA,CR-V,0
8521646,2914,15,"40-49,999",Yes,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,HONDA,CR-V,0
6861579,2879,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
734488,2831,15,"90-99,999",Yes,Destination Recreation,Routine Service Workers,Middle Class Melting Pot,N,Y,MAZDA,CX-5,0
37633185,2898,0,"0",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,DODGE,RAM 1500,0
5189611,2837,10,"200 - 249,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
9774573,2818,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
37538719,2809,0,"0",No,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
2321591,2816,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
75278936,2809,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,SUBARU,IMPREZA,0
18154064,2852,6,"20-29,999",Yes,Unknown,Unknown,Unknown,N,N,CHEVROLET,CAVALIER,1
14375758,2915,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,Y,MERCURY,SEDONA,0
20399430,2852,4,"100-149,999",Yes,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,N,VOLKSWAGEN,JETTA,0
10898554,2915,13,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
3831917,2920,3,"40-49,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,FORD,FOCUS,1
13257899,2865,15,"150 - 174,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,NISSAN,SENTRA,0
5362147,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
17771717,2910,6,"90-99,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
12105837,2882,13,"150 - 174,999",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,Y,SUBARU,RL,1
3678305,2888,15,"40-49,999",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,CHEVROLET,ASTRO,0
99800577,2893,15,"30-39,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,Y,N,SAAB,CR-V,1
1073567,2831,15,"60-69,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,N,HYUNDAI,ELANTRA GT,1
14345420,2889,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
15963648,2921,15,"10-19,999",No,Unknown,Unknown,Unknown,N,N,NISSAN,PICKUP,0
11964060,2905,0,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,HONDA,DURANGO,0
13591889,2865,12,"175 - 199,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,SUBARU,LOYALE,1
8578079,2905,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
15995847,2842,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14996123,2842,11,"70-79,999",No,True Grit Americans,Rural Inheritance,Pastoral Pride,N,Y,MERCEDES-BENZ,TOWN CAR,0
12188514,2882,2,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,GENESIS,G80,0
11088787,2818,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
